FirstSeen,Title,Artist,PeakRank,WeeksOnBoard,ArtistList
2001-08-25,Where I Come From,Alan Jackson,34,20,Alan Jackson
2001-08-18,Angry All The Time,Tim McGraw,38,20,Tim McGraw
2001-08-11,Six-Pack Summer,Phil Vassar,56,10,Phil Vassar
2001-08-04,I Would've Loved You Anyway,Trisha Yearwood,44,20,Trisha Yearwood
2001-07-21,Why They Call It Falling,Lee Ann Womack,78,7,Lee Ann Womack
2001-07-21,Only In America,Brooks & Dunn,33,20,Brooks & Dunn
2001-07-07,Laredo,Chris Cagle,60,12,Chris Cagle
2001-06-30,While You Loved Me,Rascal Flatts,60,12,Rascal Flatts
2001-06-16,Downtime,Jo Dee Messina,46,15,Jo Dee Messina
2001-06-16,Where The Blacktop Ends,Keith Urban,35,20,Keith Urban
2001-06-16,I'm Just Talkin' About Tonight,Toby Keith,27,20,Toby Keith
2001-06-09,When I Think About Angels,Jamie O'Neal,35,20,Jamie O'Neal
2001-06-02,What I Really Meant To Say,Cyndi Thomson,26,20,Cyndi Thomson
2001-05-26,Austin,Blake Shelton,18,20,Blake Shelton
2001-05-26,There You'll Be,Faith Hill,10,20,Faith Hill
2001-05-05,I'm Already There,Lonestar,24,20,Lonestar
2001-04-28,Rose Bouquet,Phil Vassar,78,4,Phil Vassar
2001-04-28,When Somebody Loves You,Alan Jackson,52,17,Alan Jackson
2001-04-28,Two People Fell In Love,Brad Paisley,51,18,Brad Paisley
2001-04-21,I Could Not Ask For More,Sara Evans,35,20,Sara Evans
2001-04-14,If You Can Do Anything Else,George Strait,51,18,George Strait
2001-04-07,Right Where I Need To Be,Gary Allan,42,20,Gary Allan
2001-04-07,She Couldn't Change Me,Montgomery Gentry,37,21,Montgomery Gentry
2001-03-31,Grown Men Don't Cry,Tim McGraw,25,20,Tim McGraw
2001-03-17,If I Fall You're Going Down With Me,Dixie Chicks,38,18,Dixie Chicks
2001-03-17,Drops Of Jupiter (Tell Me),Train,5,53,Train
2001-03-10,Don't Happen Twice,Kenny Chesney,26,20,Kenny Chesney
2001-03-10,Ain't Nothing 'Bout You,Brooks & Dunn,25,20,Brooks & Dunn
2001-03-10,Follow Me,Uncle Kracker,5,33,Uncle Kracker
2001-03-03,It's A Great Day To Be Alive,Travis Tritt,33,20,Travis Tritt
2001-02-03,If My Heart Had Wings,Faith Hill,39,18,Faith Hill
2001-01-27,Who I Am,Jessica Andrews,28,20,Jessica Andrews
2001-01-20,A Good Day To Run,Darryl Worley,76,9,Darryl Worley
2001-01-20,One More Day,Diamond Rio,29,20,Diamond Rio
2001-01-06,Where Are You Christmas?,Faith Hill,65,1,Faith Hill
2000-12-30,You Shouldn't Kiss Me Like This,Toby Keith,32,20,Toby Keith
2000-12-23,This Everyday Love,Rascal Flatts,56,14,Rascal Flatts
2000-12-23,There Is No Arizona,Jamie O'Neal,40,20,Jamie O'Neal
2000-12-23,But For The Grace Of God,Keith Urban,37,20,Keith Urban
2000-12-16,A Little Gasoline,Terri Clark,75,6,Terri Clark
2000-12-09,Ashes By Now,Lee Ann Womack,45,17,Lee Ann Womack
2000-12-02,Burn,Jo Dee Messina,42,20,Jo Dee Messina
2000-11-18,Tell Her,Lonestar,39,20,Lonestar
2000-11-11,Oklahoma,Billy Gilman,63,13,Billy Gilman
2000-11-04,www.memory,Alan Jackson,45,15,Alan Jackson
2000-10-21,My Love Goes On And On,Chris Cagle,76,11,Chris Cagle
2000-10-21,Born To Fly,Sara Evans,34,20,Sara Evans
2000-10-21,I Lost It,Kenny Chesney,34,20,Kenny Chesney
2000-10-21,My Next Thirty Years,Tim McGraw,27,20,Tim McGraw
2000-10-14,We Danced,Brad Paisley,29,20,Brad Paisley
2000-10-07,Without You,Dixie Chicks,31,20,Dixie Chicks
2000-10-07,E.I.,Nelly,15,20,Nelly
2000-09-30,Just Another Day In Paradise,Phil Vassar,35,20,Phil Vassar
2000-09-23,You Won't Be Lonely Now,Billy Ray Cyrus,80,13,Billy Ray Cyrus
2000-09-09,There You Are,Martina McBride,60,13,Martina McBride
2000-09-09,The Little Girl,John Michael Montgomery,35,20,John Michael Montgomery
2000-09-09,Can't Fight The Moonlight,LeAnn Rimes,11,42,LeAnn Rimes
2000-08-26,Kiss This,Aaron Tippin,42,20,Aaron Tippin
2000-08-26,Go On,George Strait,40,20,George Strait
2000-08-19,Best Of Intentions,Travis Tritt,27,22,Travis Tritt
2000-08-12,Let's Make Love,Faith Hill With Tim McGraw,54,14,Faith Hill;Tim McGraw
2000-08-05,Country Comes To Town,Toby Keith,54,15,Toby Keith
2000-07-15,Your Everything,Keith Urban,51,16,Keith Urban
2000-06-24,Cold Day In July,Dixie Chicks,65,10,Dixie Chicks
2000-06-24,It Must Be Love,Alan Jackson,37,20,Alan Jackson
2000-06-24,That's The Way,Jo Dee Messina,25,20,Jo Dee Messina
2000-06-17,One Voice,Billy Gilman,38,19,Billy Gilman
2000-06-10,When You Need My Love,Darryl Worley,75,15,Darryl Worley
2000-06-10,You'll Always Be Loved By Me,Brooks & Dunn,55,19,Brooks & Dunn
2000-06-10,What About Now,Lonestar,30,20,Lonestar
2000-05-27,I Need You,LeAnn Rimes,11,25,LeAnn Rimes
2000-05-13,Me Neither,Brad Paisley,85,4,Brad Paisley
2000-05-13,Some Things Never Change,Tim McGraw,58,14,Tim McGraw
2000-05-13,I'll Be,Reba McEntire,51,20,Reba McEntire
2000-05-13,I Hope You Dance,Lee Ann Womack,14,48,Lee Ann Womack
2000-05-06,Prayin' For Daylight,Rascal Flatts,38,20,Rascal Flatts
2000-04-29,More,Trace Adkins,65,11,Trace Adkins
2000-04-29,(Hot S**t) Country Grammar,Nelly,7,34,Nelly
2000-04-15,The Chain Of Love,Clay Walker,40,20,Clay Walker
2000-04-08,Yes!,Chad Brock,22,20,Chad Brock
2000-04-01,Real Live Woman,Trisha Yearwood,81,6,Trisha Yearwood
2000-04-01,What I Need To Do,Kenny Chesney,56,17,Kenny Chesney
2000-03-18,No Mercy,Ty Herndon,92,8,Ty Herndon
2000-03-18,Couldn't Last A Moment,Collin Raye,43,20,Collin Raye
2000-03-18,Goodbye Earl,Dixie Chicks,19,15,Dixie Chicks
2000-03-11,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,40,20,Kenny Rogers;Alison Krauss;Billy Dean
2000-03-11,She's More,Andy Griggs,37,20,Andy Griggs
2000-03-11,The Way You Love Me,Faith Hill,6,56,Faith Hill
2000-03-04,Daddy Won't Sell The Farm,Montgomery Gentry,79,6,Montgomery Gentry
2000-03-04,It Was,Chely Wright,64,10,Chely Wright
2000-03-04,Carlene,Phil Vassar,45,20,Phil Vassar
2000-02-19,Been There,Clint Black With Steve Wariner,44,20,Clint Black;Steve Wariner
2000-02-19,Only God Knows Why,Kid Rock,19,20,Kid Rock
2000-02-05,Love's The Only House,Martina McBride,42,20,Martina McBride
2000-01-29,Put Your Hand In Mine,Tracy Byrd,76,8,Tracy Byrd
2000-01-29,Because You Love Me,Jo Dee Messina,53,13,Jo Dee Messina
2000-01-29,Lessons Learned,Tracy Lawrence,40,20,Tracy Lawrence
2000-01-29,How Do You Like Me Now?!,Toby Keith,31,20,Toby Keith
2000-01-29,The Best Day,George Strait,31,20,George Strait
2000-01-22,Smoke Rings In The Dark,Gary Allan,76,5,Gary Allan
2000-01-15,Back At One,Mark Wills,36,20,Mark Wills
1999-12-25,Auld Lang Syne,Kenny G,7,5,Kenny G
1999-12-18,Smile,Lonestar,39,20,Lonestar
1999-12-04,"Live, Laugh, Love",Clay Walker,74,11,Clay Walker
1999-11-27,My Best Friend,Tim McGraw,29,21,Tim McGraw
1999-11-27,Cowboy Take Me Away,Dixie Chicks,27,20,Dixie Chicks
1999-11-20,She Thinks My Tractor's Sexy,Kenny Chesney,74,12,Kenny Chesney
1999-11-13,A Man Ain't Made Of Stone,Randy Travis,82,4,Randy Travis
1999-11-13,Pop A Top,Alan Jackson,43,17,Alan Jackson
1999-11-06,Breathe,Faith Hill,2,53,Faith Hill
1999-10-30,Cowboy,Kid Rock,82,5,Kid Rock
1999-10-30,What Do You Say,Reba,31,20,Reba
1999-10-23,Come On Over,Shania Twain,58,10,Shania Twain
1999-10-23,He Didn't Have To Be,Brad Paisley,30,20,Brad Paisley
1999-10-16,Steam,Ty Herndon,83,12,Ty Herndon
1999-10-16,Missing You,Brooks & Dunn,75,3,Brooks & Dunn
1999-10-16,When I Said I Do,Clint Black,31,20,Clint Black
1999-10-16,Big Deal,LeAnn Rimes,23,20,LeAnn Rimes
1999-10-09,Meet Virginia,Train,20,27,Train
1999-10-02,I'll Go Crazy,Andy Griggs,65,10,Andy Griggs
1999-10-02,Home To You,John Michael Montgomery,45,20,John Michael Montgomery
1999-09-11,She's In Love,Mark Wills,60,10,Mark Wills
1999-09-11,I'm Already Taken,Steve Wariner,42,14,Steve Wariner
1999-09-11,Lost In You,Garth Brooks as Chris Gaines,5,10,Garth Brooks as Chris Gaines
1999-09-04,What Do You Say To That,George Strait,45,16,George Strait
1999-08-28,I Love You,Martina McBride,24,20,Martina McBride
1999-08-21,Lightning Does The Work,Chad Brock,86,12,Chad Brock
1999-08-14,Something Like That,Tim McGraw,28,20,Tim McGraw
1999-08-07,(Now You See Me) Now You Don't,Lee Ann Womack,72,11,Lee Ann Womack
1999-08-07,I'll Still Love You More,Trisha Yearwood,65,12,Trisha Yearwood
1999-07-31,Lonely And Gone,Montgomery Gentry,46,19,Montgomery Gentry
1999-07-24,Ready To Run,Dixie Chicks,39,18,Dixie Chicks
1999-07-17,You've Got A Way,Shania Twain,49,13,Shania Twain
1999-07-10,Little Man,Alan Jackson,39,17,Alan Jackson
1999-07-10,You Had Me From Hello,Kenny Chesney,34,20,Kenny Chesney
1999-06-26,The Secret Of Life,Faith Hill,46,18,Faith Hill
1999-06-19,Who Needs Pictures,Brad Paisley,65,13,Brad Paisley
1999-06-12,She's Always Right,Clay Walker,74,6,Clay Walker
1999-06-05,Hello L.O.V.E.,John Michael Montgomery,71,6,John Michael Montgomery
1999-06-05,Lesson In Leavin',Jo Dee Messina,28,20,Jo Dee Messina
1999-06-05,Amazed,Lonestar,1,55,Lonestar
1999-05-29,One Honest Heart,Reba,54,10,Reba
1999-05-29,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,29,20,Alabama;'N Sync
1999-05-22,Stranger In My Mirror,Randy Travis,81,4,Randy Travis
1999-05-15,Tonight The Heartache's On Me,Dixie Chicks,46,16,Dixie Chicks
1999-05-15,Single White Female,Chely Wright,36,20,Chely Wright
1999-05-01,I'm Leaving,Aaron Tippin,87,3,Aaron Tippin
1999-05-01,Whatever You Say,Martina McBride,37,20,Martina McBride
1999-04-24,Write This Down,George Strait,27,20,George Strait
1999-04-17,Man! I Feel Like A Woman!,Shania Twain,23,28,Shania Twain
1999-04-03,Everytime I Cry,Terri Clark,69,8,Terri Clark
1999-04-03,Two Teardrops,Steve Wariner,30,20,Steve Wariner
1999-04-03,Please Remember Me,Tim McGraw,10,20,Tim McGraw
1999-03-27,Hillbilly Shoes,Montgomery Gentry,62,11,Montgomery Gentry
1999-03-27,You Won't Ever Be Lonely,Andy Griggs,28,20,Andy Griggs
1999-03-20,Hands Of A Working Man,Ty Herndon,47,14,Ty Herndon
1999-03-13,Gone Crazy,Alan Jackson,43,13,Alan Jackson
1999-03-13,Anyone Else,Collin Raye,37,20,Collin Raye
1999-03-06,Love Ain't Like That,Faith Hill,68,8,Faith Hill
1999-03-06,Wish You Were Here,Mark Wills,34,20,Mark Wills
1999-02-27,I'll Think Of A Reason Later,Lee Ann Womack,38,20,Lee Ann Womack
1999-02-20,Ordinary Life,Chad Brock,39,17,Chad Brock
1999-02-13,I Can't Get Over You,Brooks & Dunn,51,11,Brooks & Dunn
1999-02-06,Keepin' Up,Alabama,69,8,Alabama
1999-02-06,How Forever Feels,Kenny Chesney,27,21,Kenny Chesney
1999-01-23,Powerful Thing,Trisha Yearwood,50,12,Trisha Yearwood
1999-01-23,Busy Man,Billy Ray Cyrus,46,17,Billy Ray Cyrus
1999-01-23,Meanwhile,George Strait,38,12,George Strait
1999-01-23,You Were Mine,Dixie Chicks,34,20,Dixie Chicks
1999-01-23,That Don't Impress Me Much,Shania Twain,7,28,Shania Twain
1998-12-19,Unbelievable,Diamond Rio,36,20,Diamond Rio
1998-12-19,I Don't Want To Miss A Thing,Mark Chesnutt,17,20,Mark Chesnutt
1998-12-12,Wrong Night,Reba,52,13,Reba
1998-12-12,No Place That Far,Sara Evans,37,19,Sara Evans
1998-12-12,Stand Beside Me,Jo Dee Messina,34,20,Jo Dee Messina
1998-12-05,Everything's Changed,Lonestar,95,2,Lonestar
1998-12-05,How Do You Fall In Love,Alabama,82,5,Alabama
1998-12-05,Where The Green Grass Grows,Tim McGraw,79,4,Tim McGraw
1998-12-05,Don't Laugh At Me,Mark Wills,73,5,Mark Wills
1998-12-05,We Really Shouldn't Be Doing This,George Strait,44,5,George Strait
1998-12-05,Right On The Money,Alan Jackson,43,12,Alan Jackson
1998-12-05,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,42,14,Randy Travis
1998-12-05,You're Easy On The Eyes,Terri Clark,40,12,Terri Clark
1998-12-05,You're Beginning To Get To Me,Clay Walker,39,13,Clay Walker
1998-12-05,It Must Be Love,Ty Herndon,38,10,Ty Herndon
1998-12-05,For A Little While,Tim McGraw,37,15,Tim McGraw
1998-12-05,Husbands And Wives,Brooks & Dunn,36,9,Brooks & Dunn
1998-12-05,Wrong Again,Martina McBride,36,9,Martina McBride
1998-12-05,Hold On To Me,John Michael Montgomery,33,19,John Michael Montgomery
1998-12-05,Let Me Let Go,Faith Hill,33,10,Faith Hill
1998-12-05,From This Moment On,Shania Twain,4,14,Shania Twain
1998-11-21,Someone You Used To Know,Collin Raye,37,14,Collin Raye
1998-10-17,If I Lost You,Travis Tritt,86,11,Travis Tritt
1998-10-10,For You I Will,Aaron Tippin,49,20,Aaron Tippin
1998-10-10,A Little Past Little Rock,Lee Ann Womack,43,10,Lee Ann Womack
1998-09-05,Wide Open Spaces,Dixie Chicks,41,20,Dixie Chicks
1998-08-01,Cover You In Kisses,John Michael Montgomery,91,9,John Michael Montgomery
1998-07-18,There Goes My Baby,Trisha Yearwood,93,2,Trisha Yearwood
1998-06-06,A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon,81,10,Ty Herndon
1998-05-30,I Honestly Love You (David Foster Vers.),Olivia Newton-John,67,12,Olivia Newton-John
1998-05-23,Now That I Found You,Terri Clark,72,13,Terri Clark
1998-05-16,There's Your Trouble,Dixie Chicks,36,16,Dixie Chicks
1998-05-09,That's Why I'm Here,Kenny Chesney,79,7,Kenny Chesney
1998-05-09,I Do [Cherish You],Mark Wills,72,13,Mark Wills
1998-05-02,One Of These Days,Tim McGraw,74,10,Tim McGraw
1998-04-25,Out Of My Bones,Randy Travis,64,10,Randy Travis
1998-04-25,I Just Want To Dance With You,George Strait,61,19,George Strait
1998-04-18,Looking Through Your Eyes,LeAnn Rimes,18,24,LeAnn Rimes
1998-04-04,I'm From The Country,Tracy Byrd,63,18,Tracy Byrd
1998-03-21,This Kiss,Faith Hill,7,48,Faith Hill
1998-03-14,I'm Alright,Jo Dee Messina,43,24,Jo Dee Messina
1998-02-14,You're Still The One,Shania Twain,2,42,Shania Twain
1998-02-07,Then What?,Clay Walker,65,18,Clay Walker
1998-01-31,I Can Love You Better,Dixie Chicks,77,7,Dixie Chicks
1997-12-20,Something That We Do,Clint Black,76,9,Clint Black
1997-12-13,What If,Reba McEntire,50,15,Reba McEntire
1997-12-06,I'm So Happy I Can't Stop Crying,Toby Keith With Sting,84,5,Sting;Toby Keith
1997-12-06,Don't Be Stupid (You Know I Love You),Shania Twain,40,16,Shania Twain
1997-11-22,You Walked In,Lonestar,93,4,Lonestar
1997-10-18,The Rest Of Mine,Trace Adkins,70,16,Trace Adkins
1997-10-11,Love Gets Me Every Time,Shania Twain,25,20,Shania Twain
1997-10-04,Valentine,Martina McBride With Jim Brickman,50,20,Martina McBride;Jim Brickman
1997-09-13,You Light Up My Life,LeAnn Rimes,34,20,LeAnn Rimes
1997-06-21,"How Do I Live (From ""Con Air"")",Trisha Yearwood,23,12,Trisha Yearwood
1997-06-21,How Do I Live,LeAnn Rimes,2,69,LeAnn Rimes
1997-06-14,Butterfly Kisses,Raybon Bros.,22,17,Raybon Bros.
1997-05-17,It's Your Love,Tim McGraw With Faith Hill,7,20,Tim McGraw;Faith Hill
1997-04-05,One Night At A Time,George Strait,59,12,George Strait
1997-03-08,Havana,Kenny G,66,19,Kenny G
1997-02-22,Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,43,20,Bill Engvall;Travis Tritt
1996-12-28,God Bless The Child,Shania Twain,75,5,Shania Twain
1996-12-28,Friends,John Michael Montgomery,69,12,John Michael Montgomery
1996-11-23,Every Light In The House,Trace Adkins,78,9,Trace Adkins
1996-11-16,The Moment,Kenny G,63,14,Kenny G
1996-11-16,Little Bitty,Alan Jackson,58,10,Alan Jackson
1996-06-29,Redneck Games,Jeff Foxworthy With Alan Jackson,66,10,Jeff Foxworthy;Alan Jackson
1996-06-22,Blue,LeAnn Rimes,26,20,LeAnn Rimes
1996-04-27,My Maria,Brooks & Dunn,79,12,Brooks & Dunn
1996-01-06,Can't Be Really Gone,Tim McGraw,87,5,Tim McGraw
1995-12-23,It Matters To Me,Faith Hill,74,16,Faith Hill
1995-10-28,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,74,15,Shania Twain
1995-09-16,"One Boy, One Girl",Collin Raye,87,7,Collin Raye
1995-08-26,Walk In The Sun,Bruce Hornsby,54,9,Bruce Hornsby
1995-08-26,"I Like It, I Love It",Tim McGraw,25,20,Tim McGraw
1995-08-12,Walking To Jerusalem,Tracy Byrd,92,3,Tracy Byrd
1995-05-27,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,31,19,Shania Twain
1995-05-20,What Mattered Most,Ty Herndon,90,3,Ty Herndon
1995-04-01,The Keeper Of The Stars,Tracy Byrd,68,7,Tracy Byrd
1994-12-17,Till You Love Me,Reba McEntire,78,10,Reba McEntire
1994-11-05,I See It Now,Tracy Lawrence,84,9,Tracy Lawrence
1994-10-29,Get Over It,Eagles,31,14,Eagles
1994-10-22,Watermelon Crawl,Tracy Byrd,81,5,Tracy Byrd
1994-08-06,Be My Baby Tonight,John Michael Montgomery,73,10,John Michael Montgomery
1994-07-02,Thinkin' Problem,David Ball,40,12,David Ball
1994-05-21,Don't Take The Girl,Tim McGraw,17,20,Tim McGraw
1994-03-05,Rock My World (Little Country Girl),Brooks & Dunn,97,3,Brooks & Dunn
1994-03-05,Indian Outlaw,Tim McGraw,15,20,Tim McGraw
1994-02-12,I Swear,John Michael Montgomery,42,20,John Michael Montgomery
1993-12-11,Sentimental,Kenny G,72,10,Kenny G
1993-11-27,The Song Remembers When,Trisha Yearwood,82,9,Trisha Yearwood
1993-10-09,What's It To You,Clay Walker,73,15,Clay Walker
1993-10-09,"Easy Come, Easy Go",George Strait,71,10,George Strait
1993-10-09,Fields Of Gray,Bruce Hornsby,69,11,Bruce Hornsby
1993-07-31,In The Heart Of A Woman,Billy Ray Cyrus,76,10,Billy Ray Cyrus
1993-07-10,Chattahoochee,Alan Jackson,46,20,Alan Jackson
1993-06-26,Should've Been A Cowboy,Toby Keith,93,2,Toby Keith
1993-05-08,I Love The Way You Love Me,John Michael Montgomery,60,13,John Michael Montgomery
1993-04-17,Alibis,Tracy Lawrence,72,12,Tracy Lawrence
1993-03-13,She's Not Cryin' Anymore,Billy Ray Cyrus,70,9,Billy Ray Cyrus
1993-03-13,Romeo,Dolly Parton & Friends,50,14,Friends;Dolly Parton
1992-12-19,Forever In Love,Kenny G,18,23,Kenny G
1992-11-14,When She Cries,Restless Heart,11,20,Restless Heart
1992-10-10,Could've Been Me,Billy Ray Cyrus,72,9,Billy Ray Cyrus
1992-07-25,Boot Scootin' Boogie,Brooks & Dunn,50,15,Brooks & Dunn
1992-07-11,I Need Love,Olivia Newton-John,96,2,Olivia Newton-John
1992-05-09,Achy Breaky Heart,Billy Ray Cyrus,4,25,Billy Ray Cyrus
1992-02-01,Justified And Ancient,The KLF Featuring Tammy Wynette,11,18,The KLF;Tammy Wynette
1991-11-02,True Companion,Marc Cohn,80,5,Marc Cohn
1991-08-10,Silver Thunderbird,Marc Cohn,63,8,Marc Cohn
1991-03-30,What Comes Naturally,Sheena Easton,19,15,Sheena Easton
1991-03-30,Walking In Memphis,Marc Cohn,13,23,Marc Cohn
1990-10-27,Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,84,3,Bruce Hornsby;The Range With Shawn Colvin
1990-06-23,Across The River,Bruce Hornsby & The Range,18,16,The Range;Bruce Hornsby
1990-01-06,Going Home,Kenny G,56,7,Kenny G
1989-12-02,Nothin' To Hide,Poco,39,12,Poco
1989-10-21,The Arms Of Orion,Prince With Sheena Easton,36,14,Prince;Sheena Easton
1989-08-26,Call It Love,Poco,18,16,Poco
1989-02-04,We've Saved The Best For Last,Kenny G,47,9,Kenny G
1989-01-21,You Got It,Roy Orbison,9,18,Roy Orbison
1988-11-05,The Lover In Me,Sheena Easton,2,25,Sheena Easton
1988-10-29,Silhouette,Kenny G,13,17,Kenny G
1988-08-20,The Rumour,Olivia Newton-John,62,6,Olivia Newton-John
1988-07-23,Look Out Any Window,Bruce Hornsby & The Range,35,12,The Range;Bruce Hornsby
1988-04-30,The Valley Road,Bruce Hornsby & The Range,5,16,The Range;Bruce Hornsby
1987-09-12,"Come On, Let's Go",Los Lobos,21,14,Los Lobos
1987-06-27,La Bamba,Los Lobos,1,21,Los Lobos
1987-04-11,I'll Still Be Loving You,Restless Heart,33,18,Restless Heart
1987-04-04,Songbird,Kenny G,4,22,Kenny G
1987-01-17,Mandolin Rain,Bruce Hornsby & The Range,4,18,The Range;Bruce Hornsby
1986-12-20,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,2,22,Linda Ronstadt;James Ingram
1986-11-08,At This Moment,Billy Vera & The Beaters,1,21,The Beaters;Billy Vera
1986-09-20,The Way It Is,Bruce Hornsby & The Range,1,22,The Range;Bruce Hornsby
1986-08-02,"So Far So Good (From ""About Last Night"")",Sheena Easton,43,12,Sheena Easton
1986-07-26,Every Little Kiss,Bruce Hornsby & The Range,14,24,The Range;Bruce Hornsby
1986-05-24,Divided Hearts,Kim Carnes,79,5,Kim Carnes
1986-04-12,If You Were A Woman (And I Was A Man),Bonnie Tyler,77,6,Bonnie Tyler
1986-03-01,Now And Forever (You And Me),Anne Murray,92,6,Anne Murray
1986-02-08,Jimmy Mack,Sheena Easton,65,6,Sheena Easton
1985-11-23,Morning Desire,Kenny Rogers,72,9,Kenny Rogers
1985-10-26,Do It For Love,Sheena Easton,29,14,Sheena Easton
1985-10-05,Soul Kiss,Olivia Newton-John,20,15,Olivia Newton-John
1985-08-03,Abadabadango,Kim Carnes,67,4,Kim Carnes
1985-05-11,Crazy In The Night (Barking At Airplanes),Kim Carnes,15,16,Kim Carnes
1985-03-23,Swear,Sheena Easton,80,6,Sheena Easton
1985-03-23,Will The Wolf Survive,Los Lobos,78,5,Los Lobos
1985-03-23,We Are The World,USA For Africa,1,18,USA For Africa
1985-01-26,Crazy,Kenny Rogers,79,8,Kenny Rogers
1985-01-19,Invitation To Dance,Kim Carnes,68,6,Kim Carnes
1984-12-22,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,81,4,Kenny Rogers;Dolly Parton
1984-12-22,Sugar Walls,Sheena Easton,9,17,Sheena Easton
1984-12-15,"Make No Mistake, He's Mine",Barbra Streisand With Kim Carnes,51,10,Barbra Streisand;Kim Carnes
1984-09-15,What About Me?,Kenny Rogers With Kim Carnes & James Ingram,15,19,Kenny Rogers;Kim Carnes;James Ingram
1984-08-25,Strut,Sheena Easton,7,25,Sheena Easton
1984-08-11,Here She Comes,Bonnie Tyler,76,5,Bonnie Tyler
1984-08-11,Can't Wait All Night,Juice Newton,66,6,Juice Newton
1984-08-04,She Loves My Car,Ronnie Milsap,84,4,Ronnie Milsap
1984-06-02,A Little Love,Juice Newton,44,10,Juice Newton
1984-05-19,I Pretend,Kim Carnes,74,5,Kim Carnes
1984-05-19,When We Make Love,Alabama,72,10,Alabama
1984-04-28,Days Gone By,Poco,80,5,Poco
1984-04-28,Eyes That See In The Dark,Kenny Rogers,79,5,Kenny Rogers
1984-04-14,Downtown,Dolly Parton,80,4,Dolly Parton
1984-04-14,Devil In A Fast Car,Sheena Easton,79,3,Sheena Easton
1984-03-03,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,5,21,Julio Iglesias;Willie Nelson
1984-02-25,Holding Out For A Hero,Bonnie Tyler,34,13,Bonnie Tyler
1984-02-11,Livin' In Desperate Times,Olivia Newton-John,31,10,Olivia Newton-John
1984-01-21,You Make My Heart Beat Faster,Kim Carnes,54,8,Kim Carnes
1984-01-14,This Woman,Kenny Rogers,23,13,Kenny Rogers
1983-12-10,The Sound Of Goodbye,Crystal Gayle,84,5,Crystal Gayle
1983-12-10,Save The Last Dance For Me,Dolly Parton,45,12,Dolly Parton
1983-12-10,Almost Over You,Sheena Easton,25,20,Sheena Easton
1983-12-03,Take Me Back,Bonnie Tyler,46,9,Bonnie Tyler
1983-11-05,Dirty Looks,Juice Newton,90,3,Juice Newton
1983-11-05,Twist Of Fate,Olivia Newton-John,5,18,Olivia Newton-John
1983-10-29,Lady Down On Love,Alabama,76,6,Alabama
1983-10-29,What's New,Linda Ronstadt & The Nelson Riddle Orchestra,53,14,The Nelson Riddle Orchestra;Linda Ronstadt
1983-10-15,Invisible Hands,Kim Carnes,40,13,Kim Carnes
1983-10-15,Baby I Lied,Deborah Allen,26,21,Deborah Allen
1983-10-01,Somebody's Gonna Love You,Lee Greenwood,96,2,Lee Greenwood
1983-09-17,A Little Good News,Anne Murray,74,9,Anne Murray
1983-09-10,"Baby, What About You",Crystal Gayle,83,5,Crystal Gayle
1983-09-10,You Put The Beat In My Heart,Eddie Rabbitt,81,5,Eddie Rabbitt
1983-08-27,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,1,25,Kenny Rogers;Dolly Parton
1983-08-20,Scarlet Fever,Kenny Rogers,94,2,Kenny Rogers
1983-08-20,Telefone (long Distance Love Affair),Sheena Easton,9,22,Sheena Easton
1983-08-13,Don't You Know How Much I Love You,Ronnie Milsap,58,7,Ronnie Milsap
1983-08-13,Tell Her No,Juice Newton,27,11,Juice Newton
1983-07-16,Total Eclipse Of The Heart,Bonnie Tyler,1,29,Bonnie Tyler
1983-07-02,All Time High,Rita Coolidge,36,13,Rita Coolidge
1983-06-25,War Games,"Crosby, Stills & Nash",45,9,"Crosby, Stills & Nash"
1983-05-28,I.o.u.,Lee Greenwood,53,11,Lee Greenwood
1983-05-07,The Closer You Get,Alabama,38,11,Alabama
1983-04-30,All My Life,Kenny Rogers,37,11,Kenny Rogers
1983-04-23,You Can't Run From Love,Eddie Rabbitt,55,8,Eddie Rabbitt
1983-04-23,Easy For You To Say,Linda Ronstadt,54,10,Linda Ronstadt
1983-03-26,Stranger In My House,Ronnie Milsap,23,16,Ronnie Milsap
1983-03-19,American Made,The Oak Ridge Boys,72,5,The Oak Ridge Boys
1983-01-29,Too Much Love To Hide,"Crosby, Stills & Nash",69,6,"Crosby, Stills & Nash"
1983-01-29,We've Got Tonight,Kenny Rogers And Sheena Easton,6,18,Kenny Rogers;Sheena Easton
1983-01-15,Tied Up,Olivia Newton-John,38,11,Olivia Newton-John
1983-01-08,Still Taking Chances,Michael Murphey,76,7,Michael Murphey
1982-12-18,Shoot For The Moon,Poco,50,13,Poco
